input,output
"I need to switch on the exhaust in the bathroom, also adjust the lights to dim in the balcony, also in the dining_room, set lights to dim","{""balcony"": {""lights"": ""dim""}, ""bathroom"": {""exhaust"": ""on""}, ""dining_room"": {""lights"": ""dim""}}"
I want to I want bright lights in the bathroom. & power on the fan in the dining_room & turn off the lights in the dining_room,"{""bathroom"": {""lights"": ""bright""}, ""dining_room"": {""fan"": ""on"", ""lights"": ""off""}}"
"Hey, Hey, turn on the ac in the bedroom please. & switch the hall lights to dim thanks.","{""bedroom"": {""ac"": ""on""}, ""hall"": {""lights"": ""dim""}}"
"Hey, stop the exhaust in the bathroom; in the living_room, switch on the tv please.","{""bathroom"": {""exhaust"": ""off""}, ""living_room"": {""tv"": ""on""}}"
Kindly Kindly turn off the tv in the hall.; power on the fan in the living_room please.,"{""hall"": {""tv"": ""off""}, ""living_room"": {""fan"": ""on""}}"
fire up the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""on""}}"
"I need to Please turn on the lights in the kitchen., also in the bedroom, open the blinds, also Hey, make the living_room lights dim. please!","{""bedroom"": {""blinds"": ""open""}, ""kitchen"": {""lights"": ""on""}, ""living_room"": {""lights"": ""dim""}}"
Can you deactivate the tv in the living_room?,"{""living_room"": {""tv"": ""off""}}"
"in the balcony, set lights to dim","{""balcony"": {""lights"": ""dim""}}"
"Could you switch off the fan in the bedroom and Please turn off the fan in the dining_room. and Hey home, turn on the fan in the kitchen. please.","{""bedroom"": {""fan"": ""off""}, ""dining_room"": {""fan"": ""off""}, ""kitchen"": {""fan"": ""on""}}"
"in the living_room turn off the lights; Hey, open the blinds in the bedroom please.; Set the fan to on in the bedroom.","{""bedroom"": {""blinds"": ""open"", ""fan"": ""on""}, ""living_room"": {""lights"": ""off""}}"
Goodbye mode on.,"{""balcony"": {""lights"": ""off""}, ""bathroom"": {""exhaust"": ""off"", ""geyser"": ""off"", ""lights"": ""off""}, ""bedroom"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""dining_room"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""hall"": {""lights"": ""off"", ""tv"": ""off""}, ""kitchen"": {""exhaust"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""living_room"": {""fan"": ""off"", ""lights"": ""off"", ""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""off"", ""fan"": ""off"", ""lights"": ""off""}}"
"I want to Kindly turn on the fan in the dining_room., also I want the tv in the hall on.","{""dining_room"": {""fan"": ""on""}, ""hall"": {""tv"": ""on""}}"
Can you deactivate the lights in the hall? and adjust the lights to dim in the dining_room please!,"{""dining_room"": {""lights"": ""dim""}, ""hall"": {""lights"": ""off""}}"
turn on the computer in the study_room,"{""study_room"": {""computer"": ""on""}}"
"close the blinds in the balcony, then switch off the lights in the hall","{""balcony"": {""blinds"": ""close""}, ""hall"": {""lights"": ""off""}}"
Please open the balcony blinds.,"{""balcony"": {""blinds"": ""open""}}"
"in the bedroom, close the blinds","{""bedroom"": {""blinds"": ""close""}}"
"disable the fan in the bedroom, also I want bright lights in the bathroom., also Please close the balcony blinds. please. now.","{""balcony"": {""blinds"": ""close""}, ""bathroom"": {""lights"": ""bright""}, ""bedroom"": {""fan"": ""off""}}"
I want the ac at 22°C in the dining_room.,"{""dining_room"": {""ac"": ""22\u00b0C""}}"
in the bathroom turn off the exhaust,"{""bathroom"": {""exhaust"": ""off""}}"
Please power on the tv in the living_room and switch on the fan in the living_room please. now.,"{""living_room"": {""fan"": ""on"", ""tv"": ""on""}}"
"Kindly in the bathroom, switch off the lights; Hey, turn on the fan in the living_room please.","{""bathroom"": {""lights"": ""off""}, ""living_room"": {""fan"": ""on""}}"
"in the living_room, set lights to bright, then Kindly turn off the music_system in the living_room., then stop the tv in the living_room, then in the kitchen, set lights to warm, thanks.","{""kitchen"": {""lights"": ""warm""}, ""living_room"": {""lights"": ""bright"", ""music_system"": ""off"", ""tv"": ""off""}}"
adjust the ac to 25°C in the bedroom,"{""bedroom"": {""ac"": ""25\u00b0C""}}"
in the dining_room turn off the fan,"{""dining_room"": {""fan"": ""off""}}"
"Could you open the blinds in the balcony, also Hey, turn off the fan in the living_room please., also Set the exhaust to off in the bathroom., thanks.","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""exhaust"": ""off""}, ""living_room"": {""fan"": ""off""}}"
Can you activate the geyser in the bathroom?,"{""bathroom"": {""geyser"": ""on""}}"
deactivate the fan in the kitchen,"{""kitchen"": {""fan"": ""off""}}"
Could you turn the lights to bright in the study_room; shut off the fan in the study_room please!,"{""study_room"": {""fan"": ""off"", ""lights"": ""bright""}}"
turn on the tv in the hall; turn on the fan in the dining_room; Could you set the lights in the bedroom to bright?,"{""bedroom"": {""lights"": ""bright""}, ""dining_room"": {""fan"": ""on""}, ""hall"": {""tv"": ""on""}}"
"Hey home, Can you activate the exhaust in the bathroom? & power off the fan in the living_room please. now.","{""bathroom"": {""exhaust"": ""on""}, ""living_room"": {""fan"": ""off""}}"
"Can you in the balcony, open the blinds & I want warm lights in the hall.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""lights"": ""warm""}}"
"Can you power on the exhaust in the kitchen, then I want bright lights in the living_room. please!","{""kitchen"": {""exhaust"": ""on""}, ""living_room"": {""lights"": ""bright""}}"
Please turn off the lights in the study_room.,"{""study_room"": {""lights"": ""off""}}"
"fire up the fan in the bedroom, also I want the lights in the kitchen off. please.","{""bedroom"": {""fan"": ""on""}, ""kitchen"": {""lights"": ""off""}}"
I want to Kindly turn on the tv in the living_room. and switch the study_room lights to dim now.,"{""living_room"": {""tv"": ""on""}, ""study_room"": {""lights"": ""dim""}}"
"Hey home, in the living_room, switch off the music_system, then set the ac to 21°C in the bedroom, then Please turn off the lights in the dining_room. please. now.","{""bedroom"": {""ac"": ""21\u00b0C""}, ""dining_room"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""off""}}"
"Hey, turn off the exhaust in the kitchen please.","{""kitchen"": {""exhaust"": ""off""}}"
Activate study mode.,"{""bedroom"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
"Could you Could you turn on the tv in the living_room? & in the hall, switch on the tv.","{""hall"": {""tv"": ""on""}, ""living_room"": {""tv"": ""on""}}"
activate the fan in the kitchen,"{""kitchen"": {""fan"": ""on""}}"
"Going to bed, goodnight.","{""bedroom"": {""ac"": ""22\u00b0C"", ""blinds"": ""close"", ""fan"": ""on"", ""lights"": ""off""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off"", ""tv"": ""off""}}"
Office mode on.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
Kindly Could you turn off the lights in the balcony?; turn on the ac to 20°C in the dining_room; turn on the exhaust in the bathroom now.,"{""balcony"": {""lights"": ""off""}, ""bathroom"": {""exhaust"": ""on""}, ""dining_room"": {""ac"": ""20\u00b0C""}}"
"Kindly adjust the lights to warm in the living_room, also deactivate the fan in the dining_room, also in the balcony, open the blinds please!","{""balcony"": {""blinds"": ""open""}, ""dining_room"": {""fan"": ""off""}, ""living_room"": {""lights"": ""warm""}}"
"Can you Could you set the lights in the living_room to bright?, also Please set kitchen lights to bright.","{""kitchen"": {""lights"": ""bright""}, ""living_room"": {""lights"": ""bright""}}"
"Hey home, in the hall turn on the tv and I want warm lights in the hall. now.","{""hall"": {""lights"": ""warm"", ""tv"": ""on""}}"
Set the house for relaxing.,"{""bedroom"": {""ac"": ""23\u00b0C"", ""lights"": ""dim""}, ""living_room"": {""fan"": ""on"", ""lights"": ""warm"", ""music_system"": ""relax""}}"
stop the lights in the bedroom,"{""bedroom"": {""lights"": ""off""}}"
I want the fan in the bedroom on.,"{""bedroom"": {""fan"": ""on""}}"
"Kindly Hey home, turn off the exhaust in the kitchen. & Please turn on the fan in the bedroom. & turn the lights to bright in the study_room, thanks.","{""bedroom"": {""fan"": ""on""}, ""kitchen"": {""exhaust"": ""off""}, ""study_room"": {""lights"": ""bright""}}"
"Kindly Hey, turn off the lights in the living_room please., then in the study_room turn on the computer, then Hey, make the bathroom lights dim..","{""bathroom"": {""lights"": ""dim""}, ""living_room"": {""lights"": ""off""}, ""study_room"": {""computer"": ""on""}}"
Can you activate the fan in the kitchen?,"{""kitchen"": {""fan"": ""on""}}"
stop the music_system in the living_room,"{""living_room"": {""music_system"": ""off""}}"
Please turn off the lights in the dining_room.,"{""dining_room"": {""lights"": ""off""}}"
Could you Kindly turn on the exhaust in the bathroom.; turn on the fan in the dining_room,"{""bathroom"": {""exhaust"": ""on""}, ""dining_room"": {""fan"": ""on""}}"
in the living_room turn off the fan,"{""living_room"": {""fan"": ""off""}}"
Rise and shine mode.,"{""bathroom"": {""geyser"": ""on"", ""lights"": ""on""}, ""bedroom"": {""blinds"": ""open"", ""fan"": ""off"", ""lights"": ""bright""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}}"
Set the ac to off in the dining_room.,"{""dining_room"": {""ac"": ""off""}}"
"I need to concentrate, focus mode.","{""bedroom"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
I want the exhaust in the kitchen on.,"{""kitchen"": {""exhaust"": ""on""}}"
"Could you adjust the ac to 23°C in the bedroom, also Can you activate the fan in the dining_room?, also Could you set the lights in the balcony to dim? please!","{""balcony"": {""lights"": ""dim""}, ""bedroom"": {""ac"": ""23\u00b0C""}, ""dining_room"": {""fan"": ""on""}}"
"Can you Hey, open the blinds in the balcony please.; deactivate the lights in the dining_room; switch the hall lights to bright now.","{""balcony"": {""blinds"": ""open""}, ""dining_room"": {""lights"": ""off""}, ""hall"": {""lights"": ""bright""}}"
Please set the music_system to soft in the living_room.,"{""living_room"": {""music_system"": ""soft""}}"
"Hey home, start the tv in the hall, then close the blinds in the balcony, then switch off the fan in the kitchen, then enable the geyser in the bathroom please. now.","{""balcony"": {""blinds"": ""close""}, ""bathroom"": {""geyser"": ""on""}, ""hall"": {""tv"": ""on""}, ""kitchen"": {""fan"": ""off""}}"
"Hey, make the living_room lights dim.","{""living_room"": {""lights"": ""dim""}}"
"I want to turn on the ac to 24°C in the dining_room & Can you deactivate the lights in the dining_room? & I want warm lights in the study_room., thanks.","{""dining_room"": {""ac"": ""24\u00b0C"", ""lights"": ""off""}, ""study_room"": {""lights"": ""warm""}}"
I want warm lights in the bedroom. & Please set living_room lights to warm. thanks.,"{""bedroom"": {""lights"": ""warm""}, ""living_room"": {""lights"": ""warm""}}"
I want to fire up the fan in the living_room & Could you turn on the fan in the study_room? & set the lights to warm in the balcony & Could you turn on the tv in the hall? please!,"{""balcony"": {""lights"": ""warm""}, ""hall"": {""tv"": ""on""}, ""living_room"": {""fan"": ""on""}, ""study_room"": {""fan"": ""on""}}"
"Hey home, in the bathroom turn off the lights, also Could you put loud music on in the living_room? now.","{""bathroom"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""loud""}}"
"shut off the fan in the bedroom, also in the living_room, switch on the tv","{""bedroom"": {""fan"": ""off""}, ""living_room"": {""tv"": ""on""}}"
Could you close the blinds in the balcony?,"{""balcony"": {""blinds"": ""close""}}"
Activate study mode.,"{""bedroom"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
"Could you in the kitchen, switch on the fan & Hey, turn on the fan in the dining_room please. & power off the ac in the dining_room.","{""dining_room"": {""ac"": ""off"", ""fan"": ""on""}, ""kitchen"": {""fan"": ""on""}}"
"Hey home, Kindly turn off the exhaust in the bathroom. and turn on the computer in the study_room","{""bathroom"": {""exhaust"": ""off""}, ""study_room"": {""computer"": ""on""}}"
"Hey home, turn off the ac in the dining_room, then Could you turn on the fan in the kitchen?.","{""dining_room"": {""ac"": ""off""}, ""kitchen"": {""fan"": ""on""}}"
I need to switch on the exhaust in the kitchen & Set the lights to on in the living_room. & I want the fan in the living_room on. & play party music in the living_room thanks.,"{""kitchen"": {""exhaust"": ""on""}, ""living_room"": {""fan"": ""on"", ""lights"": ""on"", ""music_system"": ""party""}}"
power off the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""off""}}"
activate the fan in the dining_room; I want dim lights in the dining_room.; switch the kitchen lights to bright now.,"{""dining_room"": {""fan"": ""on"", ""lights"": ""dim""}, ""kitchen"": {""lights"": ""bright""}}"
Set the fan to off in the living_room.,"{""living_room"": {""fan"": ""off""}}"
"Could you Hey home, turn on the fan in the dining_room.; set the lights to dim in the kitchen now.","{""dining_room"": {""fan"": ""on""}, ""kitchen"": {""lights"": ""dim""}}"
"I want to set the lights to warm in the dining_room & Hey, make the bedroom lights warm. please.","{""bedroom"": {""lights"": ""warm""}, ""dining_room"": {""lights"": ""warm""}}"
Could you open the blinds in the bedroom?,"{""bedroom"": {""blinds"": ""open""}}"
switch on the fan in the bedroom,"{""bedroom"": {""fan"": ""on""}}"
"Could you Kindly turn on the fan in the dining_room., then adjust the lights to bright in the bathroom","{""bathroom"": {""lights"": ""bright""}, ""dining_room"": {""fan"": ""on""}}"
"Hey home, I want the fan in the dining_room on. & Could you turn on the exhaust in the kitchen?, thanks.","{""dining_room"": {""fan"": ""on""}, ""kitchen"": {""exhaust"": ""on""}}"
